session,species,var,SVC_tl,SVC_abundance
206,bicolor damselfish,1,3,1
206,redband parrotfish,1,4,1
206,silverside,1,3,20
206,bluehead wrasse,2,3.5,5.75
206,bicolor damselfish,2,3.5,5.75
206,redband parrotfish,2,4.5,0.5
206,silverside,2,3.5,480
206,puddingwife,3,6,1
206,yellowtail snapper,3,13,1
206,spanish hogfish,3,5,1
206,blue tang,3,8,1
206,stoplight parrotfish,3,4,1
206,ocean surgeonfish,3,9,1
206,hogfish,3,21,1
206,greenblotch parrotfish,3,5,1
206,sharpnose puffer,3,5,1
206,gag grouper,3,75,1
206,slippery dick,3,7,1
206,white grunt,3,30,1
206,slender filefish,3,5,1
206,rainbow parrotfish,3,50,1
206,blue chromis,3,8,1
206,trumpetfish,3,12,1
206,graysby,3,10,1
206,clown wrasse,3,6,1
206,french grunt,3,10,2
206,striped parrotfish,3,5,2
206,bluehead wrasse,3,4,13.5
206,bicolor damselfish,3,4,13.5
206,redband parrotfish,3,5,3
206,silverside,3,4,1000
206,bluehead wrasse,4,6,5.75
206,bicolor damselfish,4,4.5,5.75
206,redband parrotfish,4,6,0.5
206,silverside,4,4.5,480
206,cocoa damselfish,5,8,1
206,cero,5,40,1
206,yellowhead wrasse,5,10,1
206,doctorfish,5,15,1
206,bucktooth parrotfish,5,6,1
206,clown wrasse,5,8,1
206,french grunt,5,10,1
206,striped parrotfish,5,5,1
206,bluehead wrasse,5,8,1
206,bicolor damselfish,5,5,1
206,redband parrotfish,5,7,1
206,silverside,5,5,20
207,foureye butterflyfish,1,8,1
207,spotfin butterflyfish,1,18,1
207,striped parrotfish,1,6,1
207,porkfish,1,28,1
207,masked goby,1,2,1
207,ocean surgeonfish,1,10,1
207,blue tang,1,12,1
207,bicolor damselfish,1,3,1
207,bluehead wrasse,1,3,1
207,white grunt,1,15,1
207,redband parrotfish,1,3,1
207,french grunt,1,10,1
207,blue chromis,1,5,1
207,yellowhead wrasse,1,5,1
207,creole wrasse,1,7,1
207,bicolor damselfish,2,3.5,17.5
207,bluehead wrasse,2,4,6
207,white grunt,2,17.5,5.75
207,redband parrotfish,2,9,1.5
207,french grunt,2,11.5,1.25
207,blue chromis,2,6,0.75
207,yellowhead wrasse,2,5.5,0.5
207,creole wrasse,2,8.5,4
207,longspine squirrelfish,3,25,1
207,clown wrasse,3,7,1
207,brown chromis,3,3,1
207,bluestriped grunt,3,25,1
207,rock beauty,3,20,1
207,princess parrotfish,3,9,1
207,sharpnose puffer,3,7,1
207,spotted goatfish,3,15,1
207,graysby,3,18,1
207,hogfish,3,25,1
207,butter hamlet,3,7,1
207,stoplight parrotfish,3,35,1
207,redtail parrotfish,3,29,1
207,spanish hogfish,3,30,1
207,harlequin bass,3,7,1
207,greenblotch parrotfish,3,5,1
207,trumpetfish,3,28,1
207,black grouper,3,70,1
207,striped parrotfish,3,6,1
207,porkfish,3,28,1
207,masked goby,3,4,1
207,ocean surgeonfish,3,12,2
207,blue tang,3,13,2
207,bicolor damselfish,3,4,37
207,bluehead wrasse,3,5,14
207,white grunt,3,20,13.5
207,redband parrotfish,3,15,5
207,french grunt,3,13,4.5
207,blue chromis,3,7,3.5
207,yellowhead wrasse,3,6,3
207,creole wrasse,3,10,10
207,bicolor damselfish,4,5.5,17.5
207,bluehead wrasse,4,8.5,6
207,white grunt,4,23.5,5.75
207,redband parrotfish,4,18.5,1.5
207,french grunt,4,15,1.25
207,blue chromis,4,8,0.75
207,yellowhead wrasse,4,7.5,0.5
207,creole wrasse,4,12.5,4
207,foureye butterflyfish,5,8,1
207,spotfin butterflyfish,5,20,1
207,striped parrotfish,5,20,1
207,porkfish,5,32,1
207,masked goby,5,4,1
207,ocean surgeonfish,5,12,1
207,blue tang,5,15,1
207,bicolor damselfish,5,7,1
207,bluehead wrasse,5,12,1
207,white grunt,5,27,1
207,redband parrotfish,5,22,1
207,french grunt,5,17,1
207,blue chromis,5,9,1
207,yellowhead wrasse,5,9,1
207,creole wrasse,5,15,1
208,reef butterflyfish,1,7,1
208,foureye butterflyfish,1,7,1
208,redband parrotfish,1,20,1
208,barracuda,1,60,1
208,sharpnose puffer,1,4,1
208,ocean surgeonfish,1,10,1
208,bluehead wrasse,1,3,1
208,bicolor damselfish,1,2,1
208,yellowhead wrasse,1,2,1
208,ocean surgeonfish,2,11.5,0.25
208,bluehead wrasse,2,4,3
208,bicolor damselfish,2,3,6.5
208,yellowhead wrasse,2,2.5,0.75
208,blue chromis,3,8,1
208,spotted goatfish,3,12,1
208,smooth trunkfish,3,15,1
208,rock beauty,3,15,1
208,blue tang,3,17,1
208,striped parrotfish,3,20,1
208,harlequin bass,3,8,1
208,clown wrasse,3,13,1
208,white grunt,3,20,1
208,stoplight parrotfish,3,35,1
208,greenblotch parrotfish,3,5,1
208,butter hamlet,3,7,1
208,sharpnose puffer,3,4,1
208,ocean surgeonfish,3,13,2.5
208,bluehead wrasse,3,5,8
208,bicolor damselfish,3,4,15
208,yellowhead wrasse,3,3,3.5
208,ocean surgeonfish,4,14,0.25
208,bluehead wrasse,4,8.5,3
208,bicolor damselfish,4,5,6.5
208,yellowhead wrasse,4,8,0.75
208,reef butterflyfish,5,9,1
208,foureye butterflyfish,5,9,1
208,redband parrotfish,5,25,1
208,barracuda,5,70,1
208,sharpnose puffer,5,5,1
208,ocean surgeonfish,5,15,1
208,bluehead wrasse,5,12,1
208,bicolor damselfish,5,6,1
208,yellowhead wrasse,5,13,1
209,harlequin bass,1,7,1
209,blue chromis,1,6,1
209,blue tang,1,15,1
209,spotfin butterflyfish,1,10,1
209,slender filefish,1,4,1
209,foureye butterflyfish,1,6,1
209,yellowhead wrasse,1,2,1
209,bicolor damselfish,1,3,1
209,bluehead wrasse,1,3,1
209,redband parrotfish,1,3,1
209,creole wrasse,1,10,1
209,brown chromis,1,4,1
209,yellowhead wrasse,2,4.5,2
209,bicolor damselfish,2,4,5.25
209,bluehead wrasse,2,4,8.25
209,redband parrotfish,2,4,2.5
209,creole wrasse,2,12.5,9
209,brown chromis,2,5,2
209,ocean surgeonfish,3,16,1
209,striped parrotfish,3,6,1
209,clown wrasse,3,9,1
209,queen parrotfish,3,32,1
209,spotted goatfish,3,15,1
209,princess parrotfish,3,15,1
209,french grunt,3,18,1
209,sharpnose puffer,3,4,1
209,smooth trunkfish,3,20,1
209,barracuda,3,80,1
209,butter hamlet,3,10,1
209,greenblotch parrotfish,3,7,1
209,coney,3,23,1
209,rock beauty,3,7,1
209,reef butterflyfish,3,7,1
209,redtail parrotfish,3,38,1
209,foureye butterflyfish,3,8,1
209,yellowhead wrasse,3,7,6
209,bicolor damselfish,3,5,12.5
209,bluehead wrasse,3,5,18.5
209,redband parrotfish,3,5,7
209,creole wrasse,3,15,20
209,brown chromis,3,6,6
209,yellowhead wrasse,4,11,2
209,bicolor damselfish,4,6,5.25
209,bluehead wrasse,4,9,8.25
209,redband parrotfish,4,16,2.5
209,creole wrasse,4,16,9
209,brown chromis,4,7,2
209,harlequin bass,5,10,1
209,blue chromis,5,8,1
209,blue tang,5,18,1
209,spotfin butterflyfish,5,10,1
209,slender filefish,5,6,1
209,foureye butterflyfish,5,8,1
209,yellowhead wrasse,5,15,1
209,bicolor damselfish,5,7,1
209,bluehead wrasse,5,13,1
209,redband parrotfish,5,27,1
209,creole wrasse,5,17,1
209,brown chromis,5,8,1
210,hogfish,1,15,1
210,red grouper,1,15,1
210,lionfish,1,13,1
210,queen angelfish,1,5,1
210,dusky damselfish,1,4,1
210,cocoa damselfish,1,7,1
210,gray triggerfish,1,20,1
210,yellowtail snapper,1,14,1
210,redband parrotfish,1,3,1
210,sergeant major,1,7,1
210,gray snapper,1,20,1
210,bluestriped grunt,1,20,1
210,white grunt,1,15,1
210,bluehead wrasse,1,3,1
210,striped parrotfish,1,3,1
210,tomtate,1,2,1
210,gray snapper,2,20,3
210,bluestriped grunt,2,22.5,4.25
210,white grunt,2,20,3
210,bluehead wrasse,2,5,2.5
210,striped parrotfish,2,3.5,0.75
210,tomtate,2,2.5,14
210,blue tang,3,12,1
210,stoplight parrotfish,3,6,1
210,doctorfish,3,12,1
210,porkfish,3,27,1
210,gray triggerfish,3,25,1
210,yellowtail snapper,3,15,1
210,redband parrotfish,3,3,1
210,sergeant major,3,7,1
210,gray snapper,3,20,8
210,bluestriped grunt,3,25,10.5
210,white grunt,3,25,8
210,bluehead wrasse,3,7,7
210,striped parrotfish,3,4,3.5
210,tomtate,3,3,30
210,gray snapper,4,23.5,3
210,bluestriped grunt,4,27.5,4.25
210,white grunt,4,27.5,3
210,bluehead wrasse,4,10,2.5
210,striped parrotfish,4,4.5,0.75
210,tomtate,4,4,14
210,hogfish,5,30,1
210,red grouper,5,40,1
210,lionfish,5,25,1
210,queen angelfish,5,16,1
210,dusky damselfish,5,5,1
210,cocoa damselfish,5,8,1
210,gray triggerfish,5,25,1
210,yellowtail snapper,5,15,1
210,redband parrotfish,5,4,1
210,sergeant major,5,8,1
210,gray snapper,5,27,1
210,bluestriped grunt,5,30,1
210,white grunt,5,30,1
210,bluehead wrasse,5,13,1
210,striped parrotfish,5,5,1
210,tomtate,5,5,1
211,bluehead wrasse,1,5,1
211,striped parrotfish,1,6,1
211,stoplight parrotfish,1,3,1
211,bluestriped grunt,1,9,1
211,white grunt,1,10,1
211,gray snapper,1,20,1
211,tomtate,1,7,1
211,sergeant major,1,2,1
211,french grunt,1,7,1
211,smallmouth grunt,1,8,1
211,cottonwick,1,7,1
211,bluestriped grunt,2,17,13.5
211,white grunt,2,10,9
211,gray snapper,2,22.5,0.5
211,tomtate,2,8.5,9
211,sergeant major,2,4.5,8
211,french grunt,2,8.5,2
211,smallmouth grunt,2,9,5.25
211,cottonwick,2,8,1
211,puddingwife,3,4,1
211,blue tang,3,12,1
211,doctorfish,3,10,1
211,hogfish,3,35,1
211,gray angelfish,3,30,1
211,yellowtail snapper,3,8,1
211,spanish hogfish,3,24,1
211,cocoa damselfish,3,8,1
211,stoplight parrotfish,3,7,2
211,bluestriped grunt,3,25,29
211,white grunt,3,10,20
211,gray snapper,3,25,3
211,tomtate,3,10,20
211,sergeant major,3,7,18
211,french grunt,3,10,6
211,smallmouth grunt,3,10,12.5
211,cottonwick,3,9,4
211,bluestriped grunt,4,25,13.5
211,white grunt,4,12.5,9
211,gray snapper,4,25,0.5
211,tomtate,4,11,9
211,sergeant major,4,7.5,8
211,french grunt,4,10,2
211,smallmouth grunt,4,11,5.25
211,cottonwick,4,9.5,1
211,bluehead wrasse,5,10,1
211,striped parrotfish,5,7,1
211,stoplight parrotfish,5,7,1
211,bluestriped grunt,5,25,1
211,white grunt,5,15,1
211,gray snapper,5,25,1
211,tomtate,5,12,1
211,sergeant major,5,8,1
211,french grunt,5,10,1
211,smallmouth grunt,5,12,1
211,cottonwick,5,10,1
212,stoplight parrotfish,1,2,1
212,bicolor damselfish,1,3,1
212,sergeant major,1,5,1
212,cocoa damselfish,1,4,1
212,yellowtail snapper,1,17,1
212,striped parrotfish,1,3,1
212,white grunt,1,15,1
212,striped parrotfish,2,4,0.5
212,white grunt,2,15,2.75
212,queen angelfish,3,8,1
212,gray snapper,3,40,1
212,blue angelfish,3,7,1
212,foureye butterflyfish,3,6,1
212,bluehead wrasse,3,13,1
212,blue parrotfish,3,40,1
212,sharpnose puffer,3,6,1
212,red grouper,3,46,1
212,blue tang,3,10,1
212,redband parrotfish,3,4,1
212,sergeant major,3,5,1
212,cocoa damselfish,3,6,1
212,yellowtail snapper,3,17,1
212,striped parrotfish,3,5,3
212,white grunt,3,15,7.5
212,striped parrotfish,4,8,0.5
212,white grunt,4,20,2.75
212,stoplight parrotfish,5,4,1
212,bicolor damselfish,5,4,1
212,sergeant major,5,6,1
212,cocoa damselfish,5,6,1
212,yellowtail snapper,5,20,1
212,striped parrotfish,5,11,1
212,white grunt,5,25,1
213,cocoa damselfish,1,5,1
213,blue parrotfish,1,10,1
213,yellowtail snapper,1,15,1
213,neon goby,1,2,1
213,roughhead blenny,1,2,1
213,bluestriped grunt,1,15,1
213,gray snapper,1,15,1
213,white grunt,1,9,1
213,striped parrotfish,1,3,1
213,yellow jack,1,25,1
213,gray snapper,2,17.5,3.5
213,white grunt,2,11,7.75
213,striped parrotfish,2,4,1.75
213,yellow jack,2,26,9
213,sergeant major,3,5,1
213,blue tang,3,12,1
213,queen angelfish,3,15,1
213,foureye butterflyfish,3,5,1
213,blue angelfish,3,28,1
213,gray angelfish,3,25,1
213,hogfish,3,30,1
213,stoplight parrotfish,3,40,1
213,yellowhead wrasse,3,15,1
213,bluestriped grunt,3,15,2
213,gray snapper,3,20,9
213,white grunt,3,13,17.5
213,striped parrotfish,3,5,5.5
213,yellow jack,3,27,20
213,gray snapper,4,27.5,3.5
213,white grunt,4,16.5,7.75
213,striped parrotfish,4,6,1.75
213,yellow jack,4,31,9
213,cocoa damselfish,5,7,1
213,blue parrotfish,5,45,1
213,yellowtail snapper,5,15,1
213,neon goby,5,3,1
213,roughhead blenny,5,2,1
213,bluestriped grunt,5,18,1
213,gray snapper,5,35,1
213,white grunt,5,20,1
213,striped parrotfish,5,7,1
213,yellow jack,5,35,1
214,hogfish,1,20,1
214,foureye butterflyfish,1,5,1
214,porkfish,1,30,1
214,bluestriped grunt,1,20,1
214,yellow jack,1,29,1
214,red grouper,1,35,1
214,gray snapper,1,20,1
214,white grunt,1,8,1
214,white grunt,2,9,0.25
214,french angelfish,3,15,1
214,cocoa damselfish,3,7,1
214,blue angelfish,3,30,1
214,gray angelfish,3,22,1
214,queen angelfish,3,11,1
214,redband parrotfish,3,8,1
214,yellowtail snapper,3,28,1
214,black grouper,3,25,1
214,blue tang,3,15,1
214,striped parrotfish,3,4,1
214,doctorfish,3,8,1
214,spotfin butterflyfish,3,8,1
214,saucereye porgy,3,17,1
214,stoplight parrotfish,3,5,1
214,butter hamlet,3,9,1
214,gray snapper,3,20,1
214,white grunt,3,10,2.5
214,white grunt,4,12.5,0.25
214,hogfish,5,35,1
214,foureye butterflyfish,5,5,1
214,porkfish,5,33,1
214,bluestriped grunt,5,20,1
214,yellow jack,5,29,1
214,red grouper,5,38,1
214,gray snapper,5,25,1
214,white grunt,5,15,1
215,sharpnose puffer,1,4,1
215,spotfin butterflyfish,1,18,1
215,spotted goatfish,1,25,1
215,doctorfish,1,22,1
215,foureye butterflyfish,1,8,1
215,rock beauty,1,15,1
215,redtail parrotfish,1,45,1
215,ocean surgeonfish,1,15,1
215,creole wrasse,1,5,1
215,bicolor damselfish,1,2,1
215,bluehead wrasse,1,5,1
215,redband parrotfish,1,3,1
215,greenblotch parrotfish,1,2,1
215,yellowhead wrasse,1,3,1
215,blue chromis,1,6,1
215,bluelip parrotfish,1,5,1
215,bicolor damselfish,2,3,12.25
215,bluehead wrasse,2,6,10.25
215,redband parrotfish,2,5,0.5
215,greenblotch parrotfish,2,3.5,0.75
215,yellowhead wrasse,2,5,0.5
215,blue chromis,2,6.5,1
215,bluelip parrotfish,2,5,1.25
215,clown wrasse,3,7,1
215,stoplight parrotfish,3,35,1
215,bandtail puffer,3,11,1
215,blue tang,3,15,1
215,squirrelfish,3,32,1
215,slender filefish,3,6,1
215,striped parrotfish,3,15,1
215,cero,3,42,1
215,blue parrotfish,3,60,1
215,gray angelfish,3,30,1
215,coney,3,25,1
215,blue angelfish,3,37,1
215,graysby,3,12,1
215,rainbow parrotfish,3,80,1
215,ocean surgeonfish,3,15,2
215,creole wrasse,3,5,2
215,bicolor damselfish,3,4,26.5
215,bluehead wrasse,3,7,22.5
215,redband parrotfish,3,7,3
215,greenblotch parrotfish,3,5,3.5
215,yellowhead wrasse,3,7,3
215,blue chromis,3,7,4
215,bluelip parrotfish,3,5,4.5
215,bicolor damselfish,4,5.5,12.25
215,bluehead wrasse,4,10,10.25
215,redband parrotfish,4,17,0.5
215,greenblotch parrotfish,4,6,0.75
215,yellowhead wrasse,4,9.5,0.5
215,blue chromis,4,7.5,1
215,bluelip parrotfish,4,6,1.25
215,sharpnose puffer,5,6,1
215,spotfin butterflyfish,5,18,1
215,spotted goatfish,5,30,1
215,doctorfish,5,26,1
215,foureye butterflyfish,5,8,1
215,rock beauty,5,20,1
215,redtail parrotfish,5,45,1
215,ocean surgeonfish,5,20,1
215,creole wrasse,5,7,1
215,bicolor damselfish,5,7,1
215,bluehead wrasse,5,13,1
215,redband parrotfish,5,27,1
215,greenblotch parrotfish,5,7,1
215,yellowhead wrasse,5,12,1
215,blue chromis,5,8,1
215,bluelip parrotfish,5,7,1
216,white grunt,1,17,1
216,sharpnose puffer,1,4,1
216,redband parrotfish,1,5,1
216,ocean surgeonfish,1,12,1
216,reef butterflyfish,1,8,1
216,bluehead wrasse,1,3,1
216,french angelfish,1,28,1
216,gray angelfish,1,30,1
216,striped parrotfish,1,9,1
216,yellowhead wrasse,1,6,1
216,blue chromis,1,7,1
216,creole wrasse,1,6,1
216,bicolor damselfish,1,3,1
216,masked goby,1,2,1
216,brown chromis,1,6,1
216,creole wrasse,2,8,13
216,bicolor damselfish,2,4,3.5
216,masked goby,2,2.5,4.25
216,brown chromis,2,7,0.5
216,graysby,3,11,1
216,french grunt,3,15,1
216,cocoa damselfish,3,9,1
216,butter hamlet,3,10,1
216,rock beauty,3,12,1
216,yellowtail snapper,3,17,1
216,mutton snapper,3,60,1
216,princess parrotfish,3,28,1
216,midnight parrotfish,3,60,1
216,blue tang,3,12,1
216,trumpetfish,3,25,1
216,harlequin bass,3,8,1
216,spotted goatfish,3,12,1
216,striped parrotfish,3,20,1
216,yellowhead wrasse,3,7,2
216,blue chromis,3,8,2
216,creole wrasse,3,10,28
216,bicolor damselfish,3,5,9
216,masked goby,3,3,10.5
216,brown chromis,3,8,3
216,creole wrasse,4,12.5,13
216,bicolor damselfish,4,6,3.5
216,masked goby,4,3,4.25
216,brown chromis,4,8.5,0.5
216,white grunt,5,27,1
216,sharpnose puffer,5,6,1
216,redband parrotfish,5,9,1
216,ocean surgeonfish,5,16,1
216,reef butterflyfish,5,8,1
216,bluehead wrasse,5,6,1
216,french angelfish,5,35,1
216,gray angelfish,5,34,1
216,striped parrotfish,5,20,1
216,yellowhead wrasse,5,8,1
216,blue chromis,5,9,1
216,creole wrasse,5,15,1
216,bicolor damselfish,5,7,1
216,masked goby,5,3,1
216,brown chromis,5,9,1
217,hogfish,1,15,1
217,gag grouper,1,30,1
217,beaugregory,1,5,1
217,atlantic spadefish,1,25,1
217,gray angelfish,1,18,1
217,sharpnose puffer,1,4,1
217,blue tang,1,4,1
217,lane snapper,1,10,1
217,striped parrotfish,1,3,1
217,stoplight parrotfish,1,3,1
217,yellowtail snapper,1,10,1
217,french grunt,1,8,1
217,redband parrotfish,1,3,1
217,gray snapper,1,22,1
217,princess parrotfish,1,9,1
217,bluestriped grunt,1,8,1
217,white grunt,1,6,3
217,tomtate,1,8,10
217,blue tang,2,6.5,1
217,lane snapper,2,11.5,1.5
217,striped parrotfish,2,4,2.75
217,stoplight parrotfish,2,6,1.75
217,yellowtail snapper,2,11.5,4.25
217,french grunt,2,9,5.25
217,redband parrotfish,2,6.5,1
217,gray snapper,2,23.5,1
217,princess parrotfish,2,10.5,0.5
217,bluestriped grunt,2,11,24
217,white grunt,2,8.5,72
217,tomtate,2,10.5,240
217,townsend angelfish,3,23,1
217,black grouper,3,21,1
217,ocean surgeonfish,3,20,1
217,beaugregory,3,7,1
217,atlantic spadefish,3,27,1
217,gray angelfish,3,8,2
217,sharpnose puffer,3,7,2
217,blue tang,3,9,4
217,lane snapper,3,13,5
217,striped parrotfish,3,5,7.5
217,stoplight parrotfish,3,9,5.5
217,yellowtail snapper,3,13,10.5
217,french grunt,3,10,12.5
217,redband parrotfish,3,10,4
217,gray snapper,3,25,4
217,princess parrotfish,3,12,3
217,bluestriped grunt,3,14,50
217,white grunt,3,11,150
217,tomtate,3,13,500
217,blue tang,4,11,1
217,lane snapper,4,14,1.5
217,striped parrotfish,4,8.5,2.75
217,stoplight parrotfish,4,13.5,1.75
217,yellowtail snapper,4,14,4.25
217,french grunt,4,11,5.25
217,redband parrotfish,4,13.5,1
217,gray snapper,4,26.5,1
217,princess parrotfish,4,13.5,0.5
217,bluestriped grunt,4,17,24
217,white grunt,4,18,72
217,tomtate,4,15.5,240
217,hogfish,5,23,1
217,gag grouper,5,75,1
217,beaugregory,5,9,1
217,atlantic spadefish,5,28,1
217,gray angelfish,5,22,1
217,sharpnose puffer,5,10,1
217,blue tang,5,13,1
217,lane snapper,5,15,1
217,striped parrotfish,5,12,1
217,stoplight parrotfish,5,18,1
217,yellowtail snapper,5,15,1
217,french grunt,5,12,1
217,redband parrotfish,5,17,1
217,gray snapper,5,28,1
217,princess parrotfish,5,15,1
217,bluestriped grunt,5,20,1
217,white grunt,5,25,3
217,tomtate,5,18,10
218,neon goby,1,2,1
218,bar jack,1,26,1
218,gray angelfish,1,24,1
218,blue tang,1,5,1
218,spotted goatfish,1,9,1
218,cocoa damselfish,1,6,1
218,porkfish,1,12,1
218,ocean surgeonfish,1,11,1
218,striped parrotfish,1,4,1
218,hogfish,1,20,1
218,yellowtail snapper,1,7,1
218,french grunt,1,6,1
218,tomtate,1,3,4
218,white grunt,1,5,1.5
218,hogfish,2,22.5,0.5
218,yellowtail snapper,2,8.5,0.5
218,french grunt,2,7.5,5
218,tomtate,2,3.5,96
218,white grunt,2,7.5,36
218,rainbow parrotfish,3,31,1
218,stoplight parrotfish,3,27,1
218,sharpnose puffer,3,5,1
218,slippery dick,3,11,1
218,lane snapper,3,11,1
218,cottonwick,3,10,1
218,cocoa damselfish,3,7,1
218,porkfish,3,18,1
218,ocean surgeonfish,3,14,2
218,striped parrotfish,3,6,2
218,hogfish,3,25,3
218,yellowtail snapper,3,10,3
218,french grunt,3,9,12
218,tomtate,3,4,200
218,white grunt,3,10,75
218,hogfish,4,27.5,0.5
218,yellowtail snapper,4,18,0.5
218,french grunt,4,10.5,5
218,tomtate,4,8,96
218,white grunt,4,13,36
218,neon goby,5,3,1
218,bar jack,5,29,1
218,gray angelfish,5,26,1
218,blue tang,5,9,1
218,spotted goatfish,5,9,1
218,cocoa damselfish,5,8,1
218,porkfish,5,24,1
218,ocean surgeonfish,5,17,1
218,striped parrotfish,5,8,1
218,hogfish,5,30,1
218,yellowtail snapper,5,26,1
218,french grunt,5,12,1
218,tomtate,5,12,4
218,white grunt,5,16,1.5
219,blue tang,1,4,1
219,doctorfish,1,10,1
219,cocoa damselfish,1,8,1
219,sharpnose puffer,1,5,1
219,slippery dick,1,7,1
219,redband parrotfish,1,7,1
219,bluehead wrasse,1,3,1
219,bluestriped grunt,1,7,1
219,stoplight parrotfish,1,5,1
219,french grunt,1,7,1
219,striped parrotfish,1,4,1
219,yellowtail snapper,1,10,1
219,white grunt,1,5,1.75
219,tomtate,1,4,2
219,bluestriped grunt,2,12.5,2
219,stoplight parrotfish,2,9,0.75
219,french grunt,2,8.5,1
219,striped parrotfish,2,5.5,1
219,yellowtail snapper,2,11.5,2.5
219,white grunt,2,7.5,42
219,tomtate,2,5.5,48
219,princess parrotfish,3,12,1
219,slippery dick,3,9,1
219,redband parrotfish,3,12,2
219,bluehead wrasse,3,4,2
219,bluestriped grunt,3,18,6
219,stoplight parrotfish,3,13,3.5
219,french grunt,3,10,4
219,striped parrotfish,3,7,4
219,yellowtail snapper,3,13,7
219,white grunt,3,10,87.5
219,tomtate,3,7,100
219,bluestriped grunt,4,20.5,2
219,stoplight parrotfish,4,16.5,0.75
219,french grunt,4,11,1
219,striped parrotfish,4,8.5,1
219,yellowtail snapper,4,15,2.5
219,white grunt,4,18.5,42
219,tomtate,4,11,48
219,blue tang,5,13,1
219,doctorfish,5,15,1
219,cocoa damselfish,5,12,1
219,sharpnose puffer,5,7,1
219,slippery dick,5,11,1
219,redband parrotfish,5,17,1
219,bluehead wrasse,5,5,1
219,bluestriped grunt,5,23,1
219,stoplight parrotfish,5,20,1
219,french grunt,5,12,1
219,striped parrotfish,5,10,1
219,yellowtail snapper,5,17,1
219,white grunt,5,27,1.75
219,tomtate,5,15,2
220,saucereye porgy,1,28,1
220,cocoa damselfish,1,8,1
220,reef butterflyfish,1,9,1
220,sharpnose puffer,1,5,1
220,rock beauty,1,11,1
220,white grunt,1,25,1
220,harlequin bass,1,7,1
220,bluehead wrasse,1,3,1
220,bicolor damselfish,1,3,1
220,yellowhead wrasse,1,3,1
220,blue chromis,1,6,1
220,ocean surgeonfish,1,11,1
220,redband parrotfish,1,4,1
220,blue tang,1,15,1
220,striped parrotfish,1,3,1
220,stoplight parrotfish,1,20,1
220,bluehead wrasse,2,4.5,4.25
220,bicolor damselfish,2,4,1
220,yellowhead wrasse,2,4.5,2.75
220,blue chromis,2,7,0.5
220,ocean surgeonfish,2,12,1.25
220,redband parrotfish,2,8,2.5
220,blue tang,2,13.5,0.75
220,striped parrotfish,2,4.5,1.75
220,stoplight parrotfish,2,22.5,0.25
220,barred hamlet,3,10,1
220,redtail parrotfish,3,28,1
220,smooth trunkfish,3,16,1
220,hogfish,3,23,1
220,sharpnose puffer,3,6,1
220,rock beauty,3,13,1
220,white grunt,3,26,1
220,harlequin bass,3,8,1
220,bluehead wrasse,3,6,10.5
220,bicolor damselfish,3,5,4
220,yellowhead wrasse,3,6,7.5
220,blue chromis,3,8,3
220,ocean surgeonfish,3,13,4.5
220,redband parrotfish,3,12,7
220,blue tang,3,12,3.5
220,striped parrotfish,3,6,5.5
220,stoplight parrotfish,3,25,2.5
220,bluehead wrasse,4,8,4.25
220,bicolor damselfish,4,6,1
220,yellowhead wrasse,4,9.5,2.75
220,blue chromis,4,9,0.5
220,ocean surgeonfish,4,14,1.25
220,redband parrotfish,4,16.5,2.5
220,blue tang,4,14.5,0.75
220,striped parrotfish,4,10,1.75
220,stoplight parrotfish,4,27.5,0.25
220,saucereye porgy,5,30,1
220,cocoa damselfish,5,8,1
220,reef butterflyfish,5,9,1
220,sharpnose puffer,5,7,1
220,rock beauty,5,15,1
220,white grunt,5,27,1
220,harlequin bass,5,9,1
220,bluehead wrasse,5,10,1
220,bicolor damselfish,5,7,1
220,yellowhead wrasse,5,13,1
220,blue chromis,5,10,1
220,ocean surgeonfish,5,15,1
220,redband parrotfish,5,21,1
220,blue tang,5,17,1
220,striped parrotfish,5,14,1
220,stoplight parrotfish,5,30,1
221,spotfin butterflyfish,1,9,1
221,queen angelfish,1,20,1
221,princess parrotfish,1,21,1
221,rock beauty,1,11,1
221,sharpnose puffer,1,5,1
221,butter hamlet,1,6,1
221,french angelfish,1,20,1
221,bicolor damselfish,1,2,1
221,bluehead wrasse,1,3,1
221,blue chromis,1,6,1
221,redband parrotfish,1,3,1
221,ocean surgeonfish,1,9,1
221,masked goby,1,2,1
221,yellowhead wrasse,1,7,1
221,striped parrotfish,1,5,1
221,bicolor damselfish,2,3.5,18
221,bluehead wrasse,2,4.5,3.25
221,blue chromis,2,6.5,1.75
221,redband parrotfish,2,7.5,2.25
221,ocean surgeonfish,2,6,1.5
221,masked goby,2,2.5,2.5
221,yellowhead wrasse,2,5,4.5
221,striped parrotfish,2,5.5,1
221,graysby,3,11,1
221,french angelfish,3,24,1
221,bicolor damselfish,3,5,38
221,bluehead wrasse,3,6,8.5
221,blue chromis,3,7,5.5
221,redband parrotfish,3,12,6.5
221,ocean surgeonfish,3,3,5
221,masked goby,3,3,7
221,yellowhead wrasse,3,3,11
221,striped parrotfish,3,6,4
221,bicolor damselfish,4,6,18
221,bluehead wrasse,4,8,3.25
221,blue chromis,4,8,1.75
221,redband parrotfish,4,17,2.25
221,ocean surgeonfish,4,9,1.5
221,masked goby,4,3,2.5
221,yellowhead wrasse,4,7,4.5
221,striped parrotfish,4,6.5,1
221,spotfin butterflyfish,5,10,1
221,queen angelfish,5,23,1
