order,family,binomial,common_name,cryptic and schooling?,lifestage,predator_presence,present in predator surveys?,Vulnerability rank,Red List category,recorded in diet?,Endemic?,Range size (sq. km),depth upper,depth lower,depth range,cleaner score,nocturnal,structured habitat?,structured habitat (binary)?,soft bottom?,soft bottom (binary)?,bottom score,estuary?,estuary (binary)?,seagrass?,seagrass (binary)?,mangrove?,mangrove (binary)?,rocky reef?,rocky reef (binary)?,coral?,coral (binary)?,total habitats,habitat score,position,position score,behavior,max_length,measure,length_source,length score,ratio (REEF interns1),ratio (REEF interns2),ratio (REEF interns3),ratio avg (REEF),ratio (Green and Cote 2014),ratio adult (Christi),final ratio,ratio score,cryptic_colouration,cryptic colouration notes,conspicuous_colouration,conspicuous colouration notes,colouration reference,colouration_count,colouration_cont,colouration_cat1,colouration_cat2,colouration_cat3,cryptic_behaviour,cryptic behaviour notes,conspicuous behaviour,conspicuous behaviour notes,behaviour reference,florida commonality,commonality reference,FishBase Probability of Occurrence in Florida Region,Notes on FishBase Probability of Occurrence,trophic_position,Trophic Position Source,Trophic Level,Trophic Notes (from FishBase),shape
Perciformes,Sparidae,Archosargus probatocephalus,sheepshead,0,adult,0,0,3,LC,no,no,3450311,0,15,15,1,0,yes,1,yes,1,2,yes,1,no,0,no,0,yes,1,yes,1,3,1,demersal,1,solitary,91,TL,,0,2.6,2.3,2.7,2.5,NA,2.9,2.7,0,0,,1,striped,FishBase,1,1,conspicuous,silvering,silvering,0,,1,in water column,FishBase,"""densest populations occurring off southwest Florida""",Florida Museum (https://www.floridamuseum.ufl.edu/discover-fish/species-profiles/archosargus-probatocephalus/),0-1,less common at tip,invertivore,,3.5,Feeds mainly on mollusks and crustaceans,compressiform
Perciformes,Sparidae,Archosargus rhomboidalis,seabream,0,adult,0,0,2,LC,no,no,2842338,1,50,49,1,0,yes,1,yes,1,2,yes,1,yes,1,yes,1,no,0,no,0,3,1,demersal,1,solitary,33,TL,,0,2.9,NA,NA,2.9,NA,2.3,2.6,0,0,,0,,FishBase,0,0,none,colourful,colourful,0,,1,in water column  ,FishBase,NA,,0.8-1,abundant throughout,omnivore,,2.9,"Feeds on benthic invertebrates (small bivalves, crustaceans), as well as on plant material.",compressiform
Perciformes,Sparidae,Calamus bajonado,jolthead porgy,0,adult,0,0,3,LC,no,no,4001585,3,200,197,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,84.9,TL,,0,2.5,2.5,2.6,2.5,NA,2.8,2.7,0,1,silvering,0,,FishBase,1,-1,cryptic,colourful,colourful,1,"solitary, associated with bottom",1,in water column,FishBase; Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3743),abundant,Floridian Nature (http://www.floridiannature.com/PorgyFish.htm),0.8-1,abundant throughout ,invertivore,,3.5,"Feeds mainly on sea urchins, (including Diadema, Ref. 13442), crabs and mollusks.",compressiform
Perciformes,Sparidae,Calamus calamus,saucereye porgy,0,adult,0,0,3,LC,no,no,3807395,1,75,74,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,68,TL,,0,2.4,2.5,2.6,2.5,NA,2.5,2.5,0,1,silvering,0,,FishBase,1,-1,cryptic,silvering,silvering,0,,1,in water column; easily approached,FishBase,NA,,0-1,abundant on tip and East side ,invertivore,,3.5,"Feeds mainly on mollusks, worms, brittle stars, hermit crabs, crabs and sea urchins. ",compressiform
Perciformes,Sparidae,Calamus nodosus,knobbed porgy,0,adult,0,0,3,LC,no,yes,686418,7,90,83,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,54.4,TL,,0,2.3,2.3,2.5,2.4,NA,2.6,2.5,0,1,silvering,0,,FishBase,1,-1,cryptic,silvering,silvering,0,,1,in water column,FishBase,NA,,0.8-1,abundant throughout ,invertivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3748),3.6,,compressiform
Perciformes,Sparidae,Calamus pennatula,pluma porgy,0,adult,0,0,3,LC,no,no,3576233,0,85,85,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,37,TL,,0,2.6,2.4,2.5,2.5,NA,2.7,2.6,0,1,silvering,0,,FishBase,1,-1,cryptic,colourful,colourful,0,,1,in water column ,FishBase,NA,,0-1,only found near tip,invertivore,,3.7,"Feeds on crabs, mollusks, worms, brittle stars and hermit crabs",compressiform
Perciformes,Sparidae,Calamus proridens,littlehead porgy,0,adult,0,0,3,LC,no,yes,1134602,0,85,85,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,46,TL,,0,2.4,2.8,2.3,2.5,NA,2.7,2.6,0,1,silvering,0,,FishBase,1,-1,cryptic,silvering,silvering,0,,1,in water column,FishBase,NA,,0-1,more common on West side of tip,invertivore,,3.5,Feeds mainly on invertebrates,compressiform
Perciformes,Sphyraenidae,Sphyraena barracuda,barracuda,0,adult,1,1,4,LC,no,no,27369851,1,100,99,1,0,yes,1,yes,1,2,yes,1,yes,1,yes,1,yes,1,yes,1,5,1,demersal,1,solitary,180,TL,,0,7.7,8.1,8.2,8,NA,7.6,7.8,1,1,silvering,0,,FishBase,1,-1,cryptic,silvering,silvering,0,,1,in water column ,FishBase,NA,,0.8-1,common throughout,carnivore,,4.5,"Feeds on fishes, cephalopods and sometimes on shrimps",elongated
Perciformes,Synodontidae,Synodus intermedius,sand diver,0,adult,0,0,4,LC,yes,no,2902470,0,320,320,1,0,yes,1,yes,1,2,yes,1,no,0,yes,1,yes,1,yes,1,4,1,demersal,1,solitary,45,TL,,0,6.9,7.6,7.5,7.3,discard,7.1,7.2,1,1,camoflauged,0,,FishBase,1,-1,cryptic,camouflage,camouflage,1,found on bottom; burry themselves in sand,0,,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=201&menuentry=soorten),occasional,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=201&menuentry=soorten),0.8-1,abundant throughout,carnivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3030),4.2,,elongated
Perciformes,Synodontidae,Synodus synodus,red lizardfish,0,adult,0,0,4,LC,yes,no,4668776,0,200,200,1,0,yes,1,yes,1,2,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,30,TL,,0,8.3,5.6,3.8,5.9,discard,7.9,6.9,1,1,camoflauged,0,,FishBase,1,-1,cryptic,camouflage,camouflage,1,rests on bottom,0,,FishBase,occasional,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=202&menuentry=soorten),0.8-1,abundant throughout ,carnivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3033),4.2,,elongated
Pleuronectiformes,Bothidae,Bothus ocellatus,eyed flounder,0,adult,0,0,3,LC,yes,no,4002773,1,110,109,1,0,yes,1,yes,1,2,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,18,TL,,0,1.5,1.6,1.8,1.6,1.9,2,1.7,0,1,camoflauged,0,,FishBase,1,-1,cryptic,camouflage,camouflage,1,"""Lies motionless on the bottom, moving only when frightened""",0,,FishBase,NA,,0.8-1,abundant throughout,carnivore,,3.8,"About one-third of the diet consists of fishes; the rest of its food is crustaceans: crabs, shrimps, amphipods, and mantis shrimps",depressiform
Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,0,adult,1,1,NA,LC,NA,no,,2,55,53,1,1,yes,1,no,0,1,yes,1,no,0,yes,1,yes,1,yes,1,4,1,demersal,1,solitary,45.7,TL,,0,NA,NA,NA,NA,NA,NA,NA,NA,0,,1,stripes,FishBase,1,1,conspicuous,neutral pattern,neutral,1,"""Often solitary, they hide in unexposed places at daytime often with head down and practically immobile""",0,,FishBase,NA,,NA,florida not shown on map (only native range),carnivore,,4.4,"Hunt small fishes, shrimps, and crabs at night",fusiform
Scorpaeniformes,Scorpaenidae,Scorpaena plumieri,spotted scorpionfish,0,adult,1,1,4,LC,yes,no,3723500,0,60,60,1,0,yes,1,yes,1,2,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,50,TL,,0,4,3.5,3.5,3.7,NA,3.9,3.8,1,1,camoflauged,0,,FishBase,1,-1,cryptic,camouflage,camouflage,1,"""lies motionless on bottom""",0,,FishBase,occasional to common,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=163&menuentry=soorten),0.8-1,abundant throughout,carnivore,,3.6,Feeds mostly on other fishes and crustaceans.,fusiform
Syngnathiformes,Aulostomidae,Aulostomus maculatus,trumpetfish,0,adult,1,1,4,LC,yes,no,3200978,2,40,38,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,80,TL,,0,11.9,14.3,10.9,12.4,14.4,13.9,13.5,1,0,,0,,FishBase,0,0,none,neutral pattern,neutral,1,"""lurk among branching coral or gorgonians""; solitary",1,drifting in water column,FishBase,common,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=159&menuentry=soorten),0-1,more common at tip,carnivore,,4.3,A solitary ambusher of small fishes and crustaceans that lurk among branching coral or gorgonians.,anguilliform
Tetraodontiformes,Balistidae,Balistes capriscus,gray triggerfish,0,adult,0,0,3,VU,no,no,8869743,0,100,100,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,60,TL,,0,discard,discard,discard,discard,NA,2.5,2.5,0,0,,0,,FishBase,0,0,none,neutral pattern,neutral,0,,1,in water column ,FishBase,common,Florida Museum (https://www.floridamuseum.ufl.edu/discover-fish/species-profiles/balistes-capriscus/),0.8-1,abundant throughout ,invertivore,,4.1,Feeds on benthic invertebrates like mollusks and crustaceans,compressiform
Tetraodontiformes,Balistidae,Canthidermis sufflamen,ocean triggerfish,0,adult,0,0,3,LC,yes,no,4741113,5,60,55,1,0,yes,1,yes,1,2,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,schooling,55,TL,,0,1.4,1.3,1.3,1.3,NA,2.7,2,0,0,,0,,FishBase,0,0,none,neutral,neutral,0,,1,in water column; sometimes aggregating,FishBase,NA,,0.8-1,abundant throughout ,planktivore,,3.5,Feeds mainly on large zooplankton.,compressiform
Tetraodontiformes,Diodontidae,Diodon holocanthus,balloonfish,0,adult,0,0,5,LC,no,no,28739334,2,100,98,1,1,yes,1,yes,1,2,yes,1,no,0,no,0,yes,1,yes,1,3,1,demersal,1,solitary,50,TL,,0,3.8,3.6,3.7,3.7,5,4.6,4.4,1,0,,1,dark blotches,FishBase,,1,conspicuous,camouflage,camouflage,0,,1,in water column,FishBase,occasional to common,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=170&menuentry=soorten),0.8-1,common throughout,invertivore,,3.9,"Feed on mollusks, sea urchins, hermit crabs, and crabs at night",globiform
Tetraodontiformes,Diodontidae,Diodon hystrix,porcupinefish,0,adult,0,0,5,LC,no,no,28625694,2,50,48,1,1,yes,1,yes,1,2,yes,1,no,0,no,0,yes,1,yes,1,3,1,demersal,1,solitary,91,TL,,0,4.1,4.9,3.7,4.2,NA,4.9,4.6,1,0,,1,black spots,FishBase,1,1,conspicuous,camouflage,camouflage,1,"""Commonly seen in caves and holes in shallow reefs""",0,,FishBase,occasional,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=171&menuentry=soorten),0.8-1,abundant throughout ,invertivore,,3.7,"feed on hard shelled invertebrates like sea urchins, gastropods, and hermit crabs",globiform
Tetraodontiformes,Monacanthidae,Aluterus scriptus,scrawled filefish,0,adult,0,0,4,LC,yes,no,31682513,0,20,20,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,110,TL,,0,3.9,3.6,3.2,3.6,NA,3.9,3.7,1,0,,1,spots and pattern,FishBase,1,1,conspicuous,colourful and patterned,colourful,1,occasionally seen under floating objects,1,in water column along slopes or drop-offs,FishBase,common to occasional,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=179&menuentry=soorten),0.01-1,less common near tip,omnivore,,2.8,"Feed on algae, seagrass, hydrozoans, gorgonians, colonial anemones, and tunicates.",compressiform
Tetraodontiformes,Monacanthidae,Cantherhines macrocerus,whitespotted filefish,0,adult,0,0,3,LC,no,no,3430006,2,40,38,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,40,TL,,0,2.4,2.3,2,2.2,NA,2.5,2.4,0,0,,1,spots and yellow,FishBase,1,1,conspicuous,colourful,colourful,1,"""They do not swim in open water, but are found among gorgonians and sponges.""",0,,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=181&menuentry=soorten),common to occasional,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=181&menuentry=soorten),0.8-1,abundant throughout,omnivore,,3.1,"Feeds mainly on sponges, gorgonians, and algae",compressiform
Tetraodontiformes,Monacanthidae,Cantherhines pullus,orangespotted filefish,0,adult,0,0,3,LC,yes,no,4561505,3,50,47,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,20,TL,,0,2.4,2.4,2.4,2.4,2.3,2.1,2.3,0,0,,1,stripes and yellow,FishBase,1,1,conspicuous,colourful and patterned,colourful,1,"""Usually remains near the bottom, hiding among gorgonians and branching coral""",0,,FishBase,occasional to uncommon,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=180&menuentry=soorten),0.8-1,abundant throughout ,omnivore,,2.6,"Feeds on bottom growth, primarily sponge and algae, but stomach often contain tunicates, bryozoans and other sessile benthic invertebrates",compressiform
Tetraodontiformes,Monacanthidae,Monacanthus tuckeri,slender filefish,0,adult,0,0,4,LC,yes,yes,2891166,2,50,48,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,9,TL,,1,3,2.5,1.6,2.4,3,3,2.8,0,0,,0,patterned but also appears pretty camouflaged,FishBase,0,0,none,colourful and patterned,colourful,1,swim between gargonians,0,,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=182&menuentry=soorten),occasional,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=182&menuentry=soorten),0.2-1,less common nearshore in NE; common everywhere else,omnivore,,2,Feeds on algae and invertebrates.,compressiform
Tetraodontiformes,Ostraciidae,Acanthostracion quadricornis,scrawled cowfish,0,adult,0,0,3,LC,no,no,4276173,0,80,80,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,55,TL,,0,2.6,2.9,3.1,2.9,NA,2.9,2.9,0,0,,1,pattern,FishBase,1,1,conspicuous,colourful and patterned,colourful,1,near bottom; often in sea grass,0,,FishBase,common to occasional,Wikipedia (https://en.wikipedia.org/wiki/Scrawled_cowfish); likely first source,0.8-1,abundant throughout,omnivore,,2.7,"Feeds on sessile invertebrates such as tunicates, gorgonians and anemones, as well as on slow-moving crustaceans, sponges (Ref. 3696), hermit crabs and marine plants ",globiform
Tetraodontiformes,Ostraciidae,Lactophrys bicaudalis,spotted trunkfish,0,adult,0,0,3,LC,no,no,3526793,3,50,47,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,48,TL,,0,3,2.5,2.4,2.6,NA,2.8,2.7,0,0,,1,spots,FishBase,1,1,conspicuous,colourful and patterned,colourful,1,"""Sometimes under ledges and near small hole""",1,in water column,FishBase,occasional to uncommon,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=176&menuentry=soorten),0-1,more common at tip,omnivore,,3.2,"Feeds on a variety of small bottom invertebrates such as mollusks, crustaceans, starfishes, sea urchins, sea cucumbers, sessile tunicates, sea grasses (Ref. 3696), algae, crabs and brittle stars",globiform
Tetraodontiformes,Ostraciidae,Lactophrys bicaudalis,spotted trunkfish,0,juvenile,0,0,3,LC,no,no,3526793,3,50,47,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,NA,,,0,3,2.5,2.4,2.6,NA,2.8,2.7,0,0,,1,spots,FishBase,1,1,conspicuous,colourful and patterned,colourful,1,"""Sometimes under ledges and near small hole""",1,in water column,FishBase,occasional to uncommon,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=176&menuentry=soorten),0-1,more common at tip,omnivore,,3.2,"Feeds on a variety of small bottom invertebrates such as mollusks, crustaceans, starfishes, sea urchins, sea cucumbers, sessile tunicates, sea grasses (Ref. 3696), algae, crabs and brittle stars",globiform
Tetraodontiformes,Ostraciidae,Lactophrys trigonus,buffalo trunkfish,0,adult,0,0,4,LC,no,no,4215645,2,50,48,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,55,TL,,0,3,3,2.7,2.9,NA,3.3,3.1,1,0,,1,white spots,FishBase,1,1,conspicuous,camouflage,camouflage,1,near bottom; sometimes in sea grass,0,,FishBase,NA,,0.8-1,common throughout,omnivore,,3.3,"Feeds on a wide variety of small benthic invertebrates such as mollusks, crustaceans, worms and sessile tunicates, as well as some sea grasses",globiform
Tetraodontiformes,Ostraciidae,Lactophrys triqueter,smooth trunkfish,0,adult,0,0,3,LC,no,no,4227739,2,50,48,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,47,TL,FishBase,0,2.4,2.4,2.7,2.5,2,2.4,2.3,0,0,,1,spots,FishBase,1,1,conspicuous,colourful and patterned,colourful,0,,1,in water column,FishBase,common to occasional,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=175&menuentry=soorten),0.8-1,abundant throughout,invertivore,,3.3,"Feeds on a wide variety of small bottom invertebrates such as mollusks, crustaceans, worms, sessile tunicates and sponges",globiform
Tetraodontiformes,Ostraciidae,Lactophrys triqueter,smooth trunkfish,0,juvenile,0,0,3,LC,no,no,4227739,2,50,48,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,NA,,,0,2.4,2.4,2.7,2.5,2,2.4,2.3,0,0,,1,spots,FishBase,1,1,conspicuous,colourful and patterned,colourful,0,,1,in water column,FishBase,common to occasional,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=175&menuentry=soorten),0.8-1,abundant throughout,invertivore,,3.3,"Feeds on a wide variety of small bottom invertebrates such as mollusks, crustaceans, worms, sessile tunicates and sponges",globiform
Tetraodontiformes,Tetraodontidae,Canthigaster rostrata,sharpnose puffer,0,adult,0,0,5,LC,yes,yes,2966340,1,98,97,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,12,TL,,1,2.8,2.9,3.2,3,3.1,3.3,3.1,1,0,,1,yellow features and stripe,FishBase,1,1,conspicuous,colourful and patterned,colourful,0,,1,in water column above reef,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=266&menuentry=soorten),common to occasional,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=266&menuentry=soorten),0-1,common at tip and offshore throughout,omnivore,,3.3,"Diet consists of seagrass, sponges, crabs and other crustaceans, mollusks, polychaete worms, sea urchins, starfishes, hydroids and algae",globiform
Tetraodontiformes,Tetraodontidae,Sphoeroides spengleri,bandtail puffer,0,adult,0,0,5,LC,yes,no,4240770,0,45,45,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,15,TL,,1,4.5,4.2,4.4,4.4,NA,4.8,4.6,1,1,camoflauged,0,,FishBase,1,-1,cryptic,camouflage,camouflage,1,,0,,FishBase,,,0.8-1,common throughout,invertivore,,3.3,"Feeds on mollusks, crustaceans and echinoderms",fusiform
